"tipo_eleccion";"anno";"mes";"vuelta";"codigo_ccaa";"codigo_provincia";"codigo_distrito_electoral";"ambito_territorial";"poblacion_derecho";"n_diputados";"numero_mesas";"censo_ine";"censo_escrutinio";"censo_cere";"votantes_cere";"participacion_1";"participacion_2";"votos_blancos";"votos_nulos";"votos_candidaturas";"votos_afirmativos";"votos_negativos";"codigo_partido_nacional";"codigo_partido_autonomia";"codigo_partido_provincia";"codigo_partido";"denominacion";"siglas";"votos";"diputados";"datos_oficiales"
"02";"2019";"11";"1";"05";"38";"9";"Santa Cruz de Tenerife";1018510;7;1307;855135;855138;0;0;208857;343517;3380;4443;460199;0;0;"000046";"000046";"000046";"000046";"MÁS PAÍS-EQUO";"MÁS PAÍS-EQ";6583;0;"S"
"02";"2019";"11";"1";"05";"38";"9";"Santa Cruz de Tenerife";1018510;7;1307;855135;855138;0;0;208857;343517;3380;4443;460199;0;0;"000055";"000055";"000055";"000055";"PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL";"PACMA";6150;0;"S"
"02";"2019";"11";"1";"05";"38";"9";"Santa Cruz de Tenerife";1018510;7;1307;855135;855138;0;0;208857;343517;3380;4443;460199;0;0;"000114";"000114";"000114";"000114";"LOS VERDES";"VERDES";1322;0;"S"
"02";"2019";"11";"1";"05";"38";"9";"Santa Cruz de Tenerife";1018510;7;1307;855135;855138;0;0;208857;343517;3380;4443;460199;0;0;"000002";"000002";"000002";"000002";"AHORA CANARIAS: Alternativa Nacionalista Canaria (ANC) y Unidad del Pueblo";"AHORA CANARIAS";922;0;"S"
"02";"2019";"11";"1";"05";"38";"9";"Santa Cruz de Tenerife";1018510;7;1307;855135;855138;0;0;208857;343517;3380;4443;460199;0;0;"000101";"000101";"000101";"000101";"RECORTES CERO-GRUPO VERDE";"RECORTES CERO-GV";489;0;"S"
"02";"2019";"11";"1";"05";"38";"9";"Santa Cruz de Tenerife";1018510;7;1307;855135;855138;0;0;208857;343517;3380;4443;460199;0;0;"000061";"000059";"000059";"000059";"PARTIDO COMUNISTA DEL PUEBLO CANARIO";"PCPC";464;0;"S"
"02";"2019";"11";"1";"05";"38";"9";"Santa Cruz de Tenerife";1018510;7;1307;855135;855138;0;0;208857;343517;3380;4443;460199;0;0;"000023";"000023";"000023";"000023";"ESCAÑOS EN BLANCO";"EB";418;0;"S"
"02";"2019";"11";"1";"05";"38";"9";"Santa Cruz de Tenerife";1018510;7;1307;855135;855138;0;0;208857;343517;3380;4443;460199;0;0;"000098";"000098";"000098";"000098";"POR UN MUNDO MÁS JUSTO";"PUM+J";319;0;"S"
"02";"2019";"11";"1";"05";"38";"9";"Santa Cruz de Tenerife";1018510;7;1307;855135;855138;0;0;208857;343517;3380;4443;460199;0;0;"000016";"000016";"000016";"000016";"CONTIGO SOMOS DEMOCRACIA";"CONTIGO";236;0;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000094";"000094";"000094";"000094";"PARTIDO SOCIALISTA OBRERO ESPAÑOL";"PSOE";273596;5;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000083";"000083";"000083";"000083";"PARTIDO POPULAR";"PP";196809;4;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000078";"000078";"000078";"000078";"UNIDAS PODEMOS";"PODEMOS-IU";139261;2;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000013";"000013";"000013";"000013";"COALICIÓN CANARIA-NUEVA CANARIAS";"CCa-PNC-NC";124289;2;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000116";"000116";"000116";"000116";"VOX";"VOX";118006;2;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000018";"000018";"000018";"000018";"CIUDADANOS-PARTIDO DE LA CIUDADANÍA";"Cs";50997;0;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000046";"000046";"000046";"000046";"MÁS PAÍS-EQUO";"MÁS PAÍS-EQ";14972;0;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000055";"000055";"000055";"000055";"PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL";"PACMA";11946;0;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000114";"000114";"000114";"000114";"LOS VERDES";"VERDES";3186;0;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000002";"000002";"000002";"000002";"AHORA CANARIAS: Alternativa Nacionalista Canaria (ANC) y Unidad del Pueblo";"AHORA CANARIAS";2032;0;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000061";"000059";"000059";"000059";"PARTIDO COMUNISTA DEL PUEBLO CANARIO";"PCPC";1192;0;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000101";"000101";"000101";"000101";"RECORTES CERO-GRUPO VERDE";"RECORTES CERO-GV";994;0;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000098";"000098";"000098";"000098";"POR UN MUNDO MÁS JUSTO";"PUM+J";871;0;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000068";"000068";"000068";"000068";"PARTIDO DEMÓCRATA SOCIAL JUBILADOS EUROPEOS";"PDSJE";713;0;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000016";"000016";"000016";"000016";"CONTIGO SOMOS DEMOCRACIA";"CONTIGO";594;0;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000023";"000023";"000023";"000023";"ESCAÑOS EN BLANCO";"EB";418;0;"S"
"02";"2019";"11";"1";"05";"99";"9";"Canarias";2127685;15;2818;1726859;1726866;0;0;427453;700306;7355;9869;940152;0;0;"000072";"000072";"000072";"000072";"PARTIDO HUMANISTA";"PH";276;0;"S"
"02";"2019";"11";"1";"06";"39";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000083";"000083";"000083";"000083";"PARTIDO POPULAR";"PP";84583;2;"S"
"02";"2019";"11";"1";"06";"39";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000094";"000094";"000094";"000094";"PARTIDO SOCIALISTA OBRERO ESPAÑOL";"PSOE";76028;1;"S"
"02";"2019";"11";"1";"06";"39";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000088";"000088";"000088";"000088";"PARTIDO REGIONALISTA DE CANTABRIA";"PRC";68830;1;"S"
"02";"2019";"11";"1";"06";"39";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000116";"000116";"000116";"000116";"VOX";"VOX";48827;1;"S"
"02";"2019";"11";"1";"06";"39";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000078";"000078";"000078";"000078";"UNIDAS PODEMOS";"PODEMOS-IU";28376;0;"S"
"02";"2019";"11";"1";"06";"39";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000018";"000018";"000018";"000018";"CIUDADANOS-PARTIDO DE LA CIUDADANÍA";"Cs";15609;0;"S"
"02";"2019";"11";"1";"06";"39";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000055";"000055";"000055";"000055";"PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL";"PACMA";1856;0;"S"
"02";"2019";"11";"1";"06";"39";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000061";"000061";"000061";"000061";"PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA";"PCPE";262;0;"S"
"02";"2019";"11";"1";"06";"39";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000023";"000023";"000023";"000023";"ESCAÑOS EN BLANCO";"EB";259;0;"S"
"02";"2019";"11";"1";"06";"39";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000064";"000064";"000064";"000064";"PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA";"PCTE";247;0;"S"
"02";"2019";"11";"1";"06";"39";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000101";"000101";"000101";"000101";"RECORTES CERO-GRUPO VERDE";"RECORTES CERO-GV";232;0;"S"
"02";"2019";"11";"1";"06";"39";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000098";"000098";"000098";"000098";"POR UN MUNDO MÁS JUSTO";"PUM+J";187;0;"S"
"02";"2019";"11";"1";"06";"39";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000073";"000073";"000073";"000073";"PARTIDO LIBERTARIO";"P-LIB";126;0;"S"
"02";"2019";"11";"1";"06";"99";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000083";"000083";"000083";"000083";"PARTIDO POPULAR";"PP";84583;2;"S"
"02";"2019";"11";"1";"06";"99";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000094";"000094";"000094";"000094";"PARTIDO SOCIALISTA OBRERO ESPAÑOL";"PSOE";76028;1;"S"
"02";"2019";"11";"1";"06";"99";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000088";"000088";"000088";"000088";"PARTIDO REGIONALISTA DE CANTABRIA";"PRC";68830;1;"S"
"02";"2019";"11";"1";"06";"99";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000116";"000116";"000116";"000116";"VOX";"VOX";48827;1;"S"
"02";"2019";"11";"1";"06";"99";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000078";"000078";"000078";"000078";"UNIDAS PODEMOS";"PODEMOS-IU";28376;0;"S"
"02";"2019";"11";"1";"06";"99";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000018";"000018";"000018";"000018";"CIUDADANOS-PARTIDO DE LA CIUDADANÍA";"Cs";15609;0;"S"
"02";"2019";"11";"1";"06";"99";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000055";"000055";"000055";"000055";"PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL";"PACMA";1856;0;"S"
"02";"2019";"11";"1";"06";"99";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000061";"000061";"000061";"000061";"PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA";"PCPE";262;0;"S"
"02";"2019";"11";"1";"06";"99";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000023";"000023";"000023";"000023";"ESCAÑOS EN BLANCO";"EB";259;0;"S"
"02";"2019";"11";"1";"06";"99";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000064";"000064";"000064";"000064";"PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA";"PCTE";247;0;"S"
"02";"2019";"11";"1";"06";"99";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000101";"000101";"000101";"000101";"RECORTES CERO-GRUPO VERDE";"RECORTES CERO-GV";232;0;"S"
"02";"2019";"11";"1";"06";"99";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000098";"000098";"000098";"000098";"POR UN MUNDO MÁS JUSTO";"PUM+J";187;0;"S"
"02";"2019";"11";"1";"06";"99";"9";"Cantabria";580229;5;741;501672;501676;0;0;180988;274280;1667;2732;325422;0;0;"000073";"000073";"000073";"000073";"PARTIDO LIBERTARIO";"P-LIB";126;0;"S"
"02";"2019";"11";"1";"07";"02";"9";"Albacete";388786;4;519;309996;309996;0;0;114622;172435;1822;2613;212482;0;0;"000094";"000094";"000094";"000094";"PARTIDO SOCIALISTA OBRERO ESPAÑOL";"PSOE";69848;2;"S"
"02";"2019";"11";"1";"07";"02";"9";"Albacete";388786;4;519;309996;309996;0;0;114622;172435;1822;2613;212482;0;0;"000083";"000083";"000083";"000083";"PARTIDO POPULAR";"PP";58835;1;"S"
"02";"2019";"11";"1";"07";"02";"9";"Albacete";388786;4;519;309996;309996;0;0;114622;172435;1822;2613;212482;0;0;"000116";"000116";"000116";"000116";"VOX";"VOX";44306;1;"S"
"02";"2019";"11";"1";"07";"02";"9";"Albacete";388786;4;519;309996;309996;0;0;114622;172435;1822;2613;212482;0;0;"000078";"000078";"000078";"000078";"UNIDAS PODEMOS";"PODEMOS-IU";20771;0;"S"
"02";"2019";"11";"1";"07";"02";"9";"Albacete";388786;4;519;309996;309996;0;0;114622;172435;1822;2613;212482;0;0;"000018";"000018";"000018";"000018";"CIUDADANOS-PARTIDO DE LA CIUDADANÍA";"Cs";15947;0;"S"
"02";"2019";"11";"1";"07";"02";"9";"Albacete";388786;4;519;309996;309996;0;0;114622;172435;1822;2613;212482;0;0;"000055";"000055";"000055";"000055";"PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL";"PACMA";1651;0;"S"
"02";"2019";"11";"1";"07";"02";"9";"Albacete";388786;4;519;309996;309996;0;0;114622;172435;1822;2613;212482;0;0;"000098";"000098";"000098";"000098";"POR UN MUNDO MÁS JUSTO";"PUM+J";375;0;"S"
"02";"2019";"11";"1";"07";"02";"9";"Albacete";388786;4;519;309996;309996;0;0;114622;172435;1822;2613;212482;0;0;"000101";"000102";"000102";"000102";"RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA";"RECORTES CERO-GV-PCAS-TC";222;0;"S"
"02";"2019";"11";"1";"07";"02";"9";"Albacete";388786;4;519;309996;309996;0;0;114622;172435;1822;2613;212482;0;0;"000068";"000068";"000068";"000068";"PARTIDO DEMÓCRATA SOCIAL JUBILADOS EUROPEOS";"PDSJE";197;0;"S"
"02";"2019";"11";"1";"07";"02";"9";"Albacete";388786;4;519;309996;309996;0;0;114622;172435;1822;2613;212482;0;0;"000061";"000061";"000061";"000061";"PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA";"PCPE";177;0;"S"
"02";"2019";"11";"1";"07";"02";"9";"Albacete";388786;4;519;309996;309996;0;0;114622;172435;1822;2613;212482;0;0;"000064";"000064";"000064";"000064";"PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA";"PCTE";153;0;"S"
"02";"2019";"11";"1";"07";"13";"9";"Ciudad Real";499100;5;706;395781;395785;0;0;140875;215130;2357;3876;266237;0;0;"000094";"000094";"000094";"000094";"PARTIDO SOCIALISTA OBRERO ESPAÑOL";"PSOE";92046;2;"S"
"02";"2019";"11";"1";"07";"13";"9";"Ciudad Real";499100;5;706;395781;395785;0;0;140875;215130;2357;3876;266237;0;0;"000083";"000083";"000083";"000083";"PARTIDO POPULAR";"PP";74835;2;"S"
"02";"2019";"11";"1";"07";"13";"9";"Ciudad Real";499100;5;706;395781;395785;0;0;140875;215130;2357;3876;266237;0;0;"000116";"000116";"000116";"000116";"VOX";"VOX";56050;1;"S"
"02";"2019";"11";"1";"07";"13";"9";"Ciudad Real";499100;5;706;395781;395785;0;0;140875;215130;2357;3876;266237;0;0;"000078";"000078";"000078";"000078";"UNIDAS PODEMOS";"PODEMOS-IU";22250;0;"S"
"02";"2019";"11";"1";"07";"13";"9";"Ciudad Real";499100;5;706;395781;395785;0;0;140875;215130;2357;3876;266237;0;0;"000018";"000018";"000018";"000018";"CIUDADANOS-PARTIDO DE LA CIUDADANÍA";"Cs";18337;0;"S"
"02";"2019";"11";"1";"07";"13";"9";"Ciudad Real";499100;5;706;395781;395785;0;0;140875;215130;2357;3876;266237;0;0;"000055";"000055";"000055";"000055";"PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL";"PACMA";1788;0;"S"
"02";"2019";"11";"1";"07";"13";"9";"Ciudad Real";499100;5;706;395781;395785;0;0;140875;215130;2357;3876;266237;0;0;"000098";"000098";"000098";"000098";"POR UN MUNDO MÁS JUSTO";"PUM+J";484;0;"S"
"02";"2019";"11";"1";"07";"13";"9";"Ciudad Real";499100;5;706;395781;395785;0;0;140875;215130;2357;3876;266237;0;0;"000101";"000102";"000102";"000102";"RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA";"RECORTES CERO-GV-PCAS-TC";447;0;"S"
"02";"2019";"11";"1";"07";"16";"9";"Cuenca";197222;3;383;154441;154441;0;0;57956;87872;1002;1418;108117;0;0;"000094";"000094";"000094";"000094";"PARTIDO SOCIALISTA OBRERO ESPAÑOL";"PSOE";40670;2;"S"
"02";"2019";"11";"1";"07";"16";"9";"Cuenca";197222;3;383;154441;154441;0;0;57956;87872;1002;1418;108117;0;0;"000083";"000083";"000083";"000083";"PARTIDO POPULAR";"PP";33721;1;"S"
"02";"2019";"11";"1";"07";"16";"9";"Cuenca";197222;3;383;154441;154441;0;0;57956;87872;1002;1418;108117;0;0;"000116";"000116";"000116";"000116";"VOX";"VOX";20108;0;"S"
"02";"2019";"11";"1";"07";"16";"9";"Cuenca";197222;3;383;154441;154441;0;0;57956;87872;1002;1418;108117;0;0;"000078";"000078";"000078";"000078";"UNIDAS PODEMOS";"PODEMOS-IU";7529;0;"S"
"02";"2019";"11";"1";"07";"16";"9";"Cuenca";197222;3;383;154441;154441;0;0;57956;87872;1002;1418;108117;0;0;"000018";"000018";"000018";"000018";"CIUDADANOS-PARTIDO DE LA CIUDADANÍA";"Cs";5094;0;"S"
"02";"2019";"11";"1";"07";"16";"9";"Cuenca";197222;3;383;154441;154441;0;0;57956;87872;1002;1418;108117;0;0;"000055";"000055";"000055";"000055";"PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL";"PACMA";545;0;"S"
"02";"2019";"11";"1";"07";"16";"9";"Cuenca";197222;3;383;154441;154441;0;0;57956;87872;1002;1418;108117;0;0;"000098";"000098";"000098";"000098";"POR UN MUNDO MÁS JUSTO";"PUM+J";129;0;"S"
"02";"2019";"11";"1";"07";"16";"9";"Cuenca";197222;3;383;154441;154441;0;0;57956;87872;1002;1418;108117;0;0;"000101";"000102";"000102";"000102";"RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA";"RECORTES CERO-GV-PCAS-TC";125;0;"S"
"02";"2019";"11";"1";"07";"16";"9";"Cuenca";197222;3;383;154441;154441;0;0;57956;87872;1002;1418;108117;0;0;"000061";"000061";"000061";"000061";"PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA";"PCPE";83;0;"S"
"02";"2019";"11";"1";"07";"16";"9";"Cuenca";197222;3;383;154441;154441;0;0;57956;87872;1002;1418;108117;0;0;"000064";"000064";"000064";"000064";"PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA";"PCTE";66;0;"S"
"02";"2019";"11";"1";"07";"16";"9";"Cuenca";197222;3;383;154441;154441;0;0;57956;87872;1002;1418;108117;0;0;"000073";"000073";"000073";"000073";"PARTIDO LIBERTARIO";"P-LIB";47;0;"S"
"02";"2019";"11";"1";"07";"19";"9";"Guadalajara";254308;3;523;187370;187371;0;0;71441;107102;1148;1642;131006;0;0;"000094";"000094";"000094";"000094";"PARTIDO SOCIALISTA OBRERO ESPAÑOL";"PSOE";41167;1;"S"
"02";"2019";"11";"1";"07";"19";"9";"Guadalajara";254308;3;523;187370;187371;0;0;71441;107102;1148;1642;131006;0;0;"000116";"000116";"000116";"000116";"VOX";"VOX";31683;1;"S"
"02";"2019";"11";"1";"07";"19";"9";"Guadalajara";254308;3;523;187370;187371;0;0;71441;107102;1148;1642;131006;0;0;"000083";"000083";"000083";"000083";"PARTIDO POPULAR";"PP";30443;1;"S"
"02";"2019";"11";"1";"07";"19";"9";"Guadalajara";254308;3;523;187370;187371;0;0;71441;107102;1148;1642;131006;0;0;"000078";"000078";"000078";"000078";"UNIDAS PODEMOS";"PODEMOS-IU";14897;0;"S"
"02";"2019";"11";"1";"07";"19";"9";"Guadalajara";254308;3;523;187370;187371;0;0;71441;107102;1148;1642;131006;0;0;"000018";"000018";"000018";"000018";"CIUDADANOS-PARTIDO DE LA CIUDADANÍA";"Cs";10169;0;"S"
"02";"2019";"11";"1";"07";"19";"9";"Guadalajara";254308;3;523;187370;187371;0;0;71441;107102;1148;1642;131006;0;0;"000055";"000055";"000055";"000055";"PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL";"PACMA";1266;0;"S"
"02";"2019";"11";"1";"07";"19";"9";"Guadalajara";254308;3;523;187370;187371;0;0;71441;107102;1148;1642;131006;0;0;"000101";"000102";"000102";"000102";"RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA";"RECORTES CERO-GV-PCAS-TC";287;0;"S"
"02";"2019";"11";"1";"07";"19";"9";"Guadalajara";254308;3;523;187370;187371;0;0;71441;107102;1148;1642;131006;0;0;"000098";"000098";"000098";"000098";"POR UN MUNDO MÁS JUSTO";"PUM+J";284;0;"S"
"02";"2019";"11";"1";"07";"19";"9";"Guadalajara";254308;3;523;187370;187371;0;0;71441;107102;1148;1642;131006;0;0;"000068";"000068";"000068";"000068";"PARTIDO DEMÓCRATA SOCIAL JUBILADOS EUROPEOS";"PDSJE";234;0;"S"
"02";"2019";"11";"1";"07";"19";"9";"Guadalajara";254308;3;523;187370;187371;0;0;71441;107102;1148;1642;131006;0;0;"000057";"000057";"000057";"000057";"PARTIDO COMUNISTA OBRERO ESPAÑOL";"PCOE";195;0;"S"
"02";"2019";"11";"1";"07";"19";"9";"Guadalajara";254308;3;523;187370;187371;0;0;71441;107102;1148;1642;131006;0;0;"000035";"000035";"000035";"000035";"FALANGE ESPAÑOLA DE LAS JONS";"FE de las J";188;0;"S"
"02";"2019";"11";"1";"07";"19";"9";"Guadalajara";254308;3;523;187370;187371;0;0;71441;107102;1148;1642;131006;0;0;"000064";"000064";"000064";"000064";"PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA";"PCTE";106;0;"S"
"02";"2019";"11";"1";"07";"19";"9";"Guadalajara";254308;3;523;187370;187371;0;0;71441;107102;1148;1642;131006;0;0;"000061";"000061";"000061";"000061";"PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA";"PCPE";87;0;"S"
"02";"2019";"11";"1";"07";"45";"9";"Toledo";687391;6;926;525740;525752;0;0;201417;302028;2661;5145;360813;0;0;"000094";"000094";"000094";"000094";"PARTIDO SOCIALISTA OBRERO ESPAÑOL";"PSOE";116282;2;"S"
"02";"2019";"11";"1";"07";"45";"9";"Toledo";687391;6;926;525740;525752;0;0;201417;302028;2661;5145;360813;0;0;"000083";"000083";"000083";"000083";"PARTIDO POPULAR";"PP";94378;2;"S"
"02";"2019";"11";"1";"07";"45";"9";"Toledo";687391;6;926;525740;525752;0;0;201417;302028;2661;5145;360813;0;0;"000116";"000116";"000116";"000116";"VOX";"VOX";86049;2;"S"
"02";"2019";"11";"1";"07";"45";"9";"Toledo";687391;6;926;525740;525752;0;0;201417;302028;2661;5145;360813;0;0;"000078";"000078";"000078";"000078";"UNIDAS PODEMOS";"PODEMOS-IU";34837;0;"S"
"02";"2019";"11";"1";"07";"45";"9";"Toledo";687391;6;926;525740;525752;0;0;201417;302028;2661;5145;360813;0;0;"000018";"000018";"000018";"000018";"CIUDADANOS-PARTIDO DE LA CIUDADANÍA";"Cs";24871;0;"S"
"02";"2019";"11";"1";"07";"45";"9";"Toledo";687391;6;926;525740;525752;0;0;201417;302028;2661;5145;360813;0;0;"000055";"000055";"000055";"000055";"PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL";"PACMA";2680;0;"S"
"02";"2019";"11";"1";"07";"45";"9";"Toledo";687391;6;926;525740;525752;0;0;201417;302028;2661;5145;360813;0;0;"000098";"000098";"000098";"000098";"POR UN MUNDO MÁS JUSTO";"PUM+J";661;0;"S"
"02";"2019";"11";"1";"07";"45";"9";"Toledo";687391;6;926;525740;525752;0;0;201417;302028;2661;5145;360813;0;0;"000101";"000102";"000102";"000102";"RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA";"RECORTES CERO-GV-PCAS-TC";556;0;"S"
"02";"2019";"11";"1";"07";"45";"9";"Toledo";687391;6;926;525740;525752;0;0;201417;302028;2661;5145;360813;0;0;"000061";"000061";"000061";"000061";"PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA";"PCPE";282;0;"S"
"02";"2019";"11";"1";"07";"45";"9";"Toledo";687391;6;926;525740;525752;0;0;201417;302028;2661;5145;360813;0;0;"000064";"000064";"000064";"000064";"PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA";"PCTE";217;0;"S"
"02";"2019";"11";"1";"07";"99";"9";"Castilla - La Mancha";2026807;21;3057;1573328;1573345;0;0;586311;884567;8990;14694;1078655;0;0;"000094";"000094";"000094";"000094";"PARTIDO SOCIALISTA OBRERO ESPAÑOL";"PSOE";360013;9;"S"
"02";"2019";"11";"1";"07";"99";"9";"Castilla - La Mancha";2026807;21;3057;1573328;1573345;0;0;586311;884567;8990;14694;1078655;0;0;"000083";"000083";"000083";"000083";"PARTIDO POPULAR";"PP";292212;7;"S"
"02";"2019";"11";"1";"07";"99";"9";"Castilla - La Mancha";2026807;21;3057;1573328;1573345;0;0;586311;884567;8990;14694;1078655;0;0;"000116";"000116";"000116";"000116";"VOX";"VOX";238196;5;"S"
"02";"2019";"11";"1";"07";"99";"9";"Castilla - La Mancha";2026807;21;3057;1573328;1573345;0;0;586311;884567;8990;14694;1078655;0;0;"000078";"000078";"000078";"000078";"UNIDAS PODEMOS";"PODEMOS-IU";100284;0;"S"
"02";"2019";"11";"1";"07";"99";"9";"Castilla - La Mancha";2026807;21;3057;1573328;1573345;0;0;586311;884567;8990;14694;1078655;0;0;"000018";"000018";"000018";"000018";"CIUDADANOS-PARTIDO DE LA CIUDADANÍA";"Cs";74418;0;"S"
"02";"2019";"11";"1";"07";"99";"9";"Castilla - La Mancha";2026807;21;3057;1573328;1573345;0;0;586311;884567;8990;14694;1078655;0;0;"000055";"000055";"000055";"000055";"PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL";"PACMA";7930;0;"S"
