;codigo_ccaa;codigo_provincia;ambito_territorial;poblacion_derecho;n_diputados;numero_mesas;censo_ine;censo_escrutinio;participacion_2;votos_blancos;votos_nulos;votos_candidaturas;denominacion;siglas;votos;diputados;porcentaje_participacion;porcentaje_votos_partido;porcentaje_votos_nulos;porcentaje_votos_blancos;porcentaje_diputados_obtenidos
873;19;52;Melilla;86384;1;87;59496;59497;21164;185;240;30747;COALICIÓN POR MELILLA;CpM;8955;0;35.57;42.31;1.13;0.87;0.0
874;19;52;Melilla;86384;1;87;59496;59497;21164;185;240;30747;VOX;VOX;5692;0;35.57;26.89;1.13;0.87;0.0
875;19;52;Melilla;86384;1;87;59496;59497;21164;185;240;30747;PARTIDO SOCIALISTA OBRERO ESPAÑOL;PSOE;5087;0;35.57;24.04;1.13;0.87;0.0
876;19;52;Melilla;86384;1;87;59496;59497;21164;185;240;30747;CIUDADANOS-PARTIDO DE LA CIUDADANÍA;Cs;917;0;35.57;4.33;1.13;0.87;0.0
877;19;52;Melilla;86384;1;87;59496;59497;21164;185;240;30747;UNIDAS PODEMOS;PODEMOS-IU;809;0;35.57;3.82;1.13;0.87;0.0
878;19;52;Melilla;86384;1;87;59496;59497;21164;185;240;30747;LOS VERDES;LOS VERDES;101;0;35.57;0.48;1.13;0.87;0.0
879;19;52;Melilla;86384;1;87;59496;59497;21164;185;240;30747;POR UN MUNDO MÁS JUSTO;PUM+J;31;0;35.57;0.15;1.13;0.87;0.0
880;19;52;Melilla;86384;1;87;59496;59497;21164;185;240;30747;RECORTES CERO-GRUPO VERDE;RECORTES CERO-GV;19;0;35.57;0.09;1.13;0.87;0.0
890;99;99;Total nacional;46722980;350;59555;37001235;37001379;19823843;217227;249487;24041001;PARTIDO SOCIALISTA OBRERO ESPAÑOL;PSOE;6792199;120;53.58;34.26;1.26;1.1;34.29
891;99;99;Total nacional;46722980;350;59555;37001235;37001379;19823843;217227;249487;24041001;PARTIDO POPULAR;PP;5047040;89;53.58;25.46;1.26;1.1;25.43
