WKT,id,NATLEVNAME,NATCODE,NAMEUNIT,CODNUT1,CODNUT2,CODNUT3
"POLYGON ((-2.95262146886589 35.3200305074947,-2.93237937563456 35.2941804722224,-2.92788113269427 35.2747929457682,-2.95037234739574 35.2650991825411,-2.97061444062706 35.2893335906089,-2.95262146886589 35.3200305074947))","19",Comunidad autónoma,"34190000000",Ciudad Autónoma de Melilla,ES6,ES64,
"POLYGON ((-5.38167265662466 35.9129656915538,-5.36592880633363 35.9178125731673,-5.33444110575157 35.8935781650995,-5.31419901252025 35.888731283486,-5.28720955487849 35.9065031827357,-5.28046219046805 35.8935781650995,-5.32094637693069 35.8871156562814,-5.34343759163216 35.8709593842362,-5.37267617074408 35.8806531474633,-5.38167265662466 35.9129656915538))","18",Comunidad autónoma,"34180000000",Ciudad Autónoma de Ceuta,ES6,ES63,
"POLYGON ((-2.85815836711971 42.6388217439724,-2.84241451682868 42.6291279807453,-2.84241451682868 42.6081248270865,-2.81992330212721 42.6145873359046,-2.81992330212721 42.5919685550413,-2.84016539535854 42.5806591646097,-2.82442154506751 42.5548091293373,-2.81542505918692 42.569349774178,-2.78168823713471 42.5790435374051,-2.76369526537354 42.6226654719272,-2.72995844332133 42.6178185903136,-2.70746722861986 42.6000466910639,-2.6804777709781 42.5935841822458,-2.69172337832883 42.5418841117012,-2.70521810714971 42.5160340764288,-2.67822864950795 42.5241122124514,-2.67822864950795 42.5095715676108,-2.65573743480648 42.5031090587927,-2.64899007039604 42.4837215323384,-2.60625676246325 42.5031090587927,-2.59276203364236 42.491799668361,-2.60175851952295 42.4804902779294,-2.57701818335133 42.4837215323384,-2.57251994041104 42.4934152955656,-2.55452696864986 42.4837215323384,-2.52978663247825 42.4837215323384,-2.53878311835884 42.4934152955656,-2.50954453924692 42.5192653308379,-2.51629190365737 42.4901840411565,-2.47805683866487 42.4869527867475,-2.44881825955296 42.4966465499746,-2.41957968044104 42.488568413952,-2.39933758720972 42.4707965147023,-2.37684637250825 42.4724121419068,-2.34760779339634 42.451408988248,-2.32511657869487 42.4675652602932,-2.2981271210531 42.4578714970661,-2.29587799958296 42.4675652602932,-2.27338678488149 42.4449464794299,-2.23964996282928 42.4417152250209,-2.23515171988899 42.4255589529757,-2.20816226224723 42.4142495625441,-2.18567104754576 42.4190964441576,-2.17442544019502 42.407787053726,-2.14068861814281 42.4207120713621,-2.10470267462046 42.4158651897486,-2.1159482819712 42.3997089177034,-2.08670970285928 42.3835526456582,-2.07996233844884 42.3657807464084,-2.08895882432943 42.3463932199542,-2.07096585256826 42.3431619655452,-2.04622551639664 42.3593182375904,-2.01473781581458 42.3690120008175,-1.97425362935194 42.3528557287723,-1.96525714347135 42.333468202318,-1.94051680729973 42.3350838295226,-1.93376944288929 42.3221588118864,-1.91802559259826 42.3270056935,-1.89328525642664 42.289846267796,-1.87079404172517 42.289846267796,-1.86629579878488 42.2753056229553,-1.87529228466547 42.2591493509101,-1.85505019143414 42.249455587683,-1.85280106996399 42.2591493509101,-1.80332039762076 42.2236055524106,-1.78082918291929 42.2236055524106,-1.74034499645665 42.212296161979,-1.70885729587459 42.2106805347745,-1.699860809994 42.1929086355248,-1.67961871676268 42.1880617539112,-1.699860809994 42.1735211090705,-1.67961871676268 42.1509023282072,-1.72010290322532 42.1331304289575,-1.74034499645665 42.1492867010027,-1.76508533262826 42.1509023282072,-1.77858006144914 42.1379773105711,-1.82131336938194 42.1541335826163,-1.83705721967297 42.1412085649801,-1.83930634114311 42.1282835473439,-1.8910361349565 42.0862772400264,-1.90902910671767 42.0588115775496,-1.90228174230723 42.0297302878682,-1.8865378920162 42.0281146606637,-1.85505019143414 42.0022646253913,-1.8483028270237 42.0087271342094,-1.84380458408341 41.9877239805507,-1.86629579878488 41.9780302173235,-1.85729931290429 41.9667208268919,-1.87754140613561 41.9521801820512,-1.90677998524752 41.9457176732331,-1.91577647112811 41.932792655597,-1.98100099376237 41.9182520107563,-2.02823254463547 41.9537958092557,-2.03722903051605 41.9408707916196,-2.06196936668767 41.9537958092557,-2.10020443168017 41.9554114364602,-2.1159482819712 41.9634895724828,-2.12494476785179 41.9958021165733,-2.10695179609061 42.0022646253913,-2.1159482819712 42.0216521518456,-2.15418334696369 42.0475021871179,-2.16093071137414 42.0668897135722,-2.12719388932193 42.0798147312083,-2.12719388932193 42.097586630458,-2.17217631872487 42.1056647664807,-2.23740084135914 42.1024335120716,-2.2688885419412 42.0878928672309,-2.28238327076208 42.1105116480942,-2.28238327076208 42.131514801753,-2.31836921428443 42.1444398193891,-2.38809197985899 42.1428241921846,-2.43757265220222 42.1379773105711,-2.45781474543354 42.1153585297078,-2.48480420307531 42.1056647664807,-2.51404278218722 42.1137429025033,-2.52303926806781 42.0830459856174,-2.51404278218722 42.0685053407767,-2.55227784717972 42.0458865599134,-2.5657725760006 42.013574015823,-2.57926730482148 41.9958021165733,-2.62649885569457 42.0071115070049,-2.66023567774677 42.0054958798004,-2.67373040656766 41.9974177437778,-2.70521810714971 42.0151896430275,-2.74570229361236 42.0087271342094,-2.7569479009631 42.0329615422772,-2.70746722861986 42.0862772400264,-2.70746722861986 42.1056647664807,-2.73445668626163 42.1250522929349,-2.75020053655266 42.1169741569123,-2.77494087272427 42.1234366657304,-2.7906847230153 42.1088960208897,-2.79743208742574 42.0475021871179,-2.85590924564957 42.0281146606637,-2.88289870329133 42.0087271342094,-2.91438640387339 42.0232677790501,-2.91438640387339 42.0378084238908,-2.93462849710471 42.0895084944354,-2.96161795474647 42.0846616128219,-3.03358984179118 42.0862772400264,-3.06507754237324 42.1331304289575,-3.08531963560456 42.134746056162,-3.08981787854486 42.1589804642298,-3.11455821471647 42.1783679906841,-3.12805294353735 42.2009867715474,-3.10331260736574 42.212296161979,-3.10331260736574 42.2316836884332,-3.08756875707471 42.2462243332739,-3.09881436442544 42.2623806053191,-3.08981787854486 42.2736899957508,-3.10556172883588 42.3140806758638,-3.0965652429553 42.3270056935,-3.11005997177618 42.3383150839316,-3.11005997177618 42.3512401015678,-3.06732666384339 42.3544713559768,-3.06282842090309 42.3625494919994,-3.08531963560456 42.3851682728627,-3.10556172883588 42.3867839000672,-3.0965652429553 42.4045557993169,-3.10106348589559 42.4174808169531,-3.07857227119412 42.4158651897486,-3.08307051413441 42.3980932904988,-3.06507754237324 42.373858882431,-3.0538319350225 42.373858882431,-3.06507754237324 42.4045557993169,-3.06282842090309 42.4255589529757,-3.04708457061206 42.4449464794299,-3.07407402825383 42.4772590235204,-3.09431612148515 42.491799668361,-3.07857227119412 42.4998778043836,-3.07182490678368 42.5273434668605,-3.08981787854486 42.5386528572921,-3.10781085030603 42.528959094065,-3.1348003079478 42.5418841117012,-3.10556172883588 42.5531935021328,-3.06732666384339 42.5887373006323,-3.06057929943294 42.6032779454729,-3.06957578531353 42.6210498447227,-3.08531963560456 42.6275123535408,-3.08307051413441 42.6404373711769,-3.04033720620162 42.6404373711769,-3.01784599150015 42.6323592351543,-3.00435126267927 42.643668625586,-2.97961092650765 42.6355904895634,-2.97061444062706 42.6404373711769,-2.93462849710471 42.6339748623588,-2.92338288975398 42.6210498447227,-2.9053899179928 42.6258967263362,-2.88289870329133 42.6210498447227,-2.85815836711971 42.6388217439724),(-2.94587410445545 42.6032779454729,-2.92338288975398 42.6000466910639,-2.93462849710471 42.6145873359046,-2.94587410445545 42.6032779454729))","17",Comunidad autónoma,"34170000000",La Rioja,ES2,ES23,
"MULTIPOLYGON (((-3.41818961318632 43.1332036685557,-3.43393346347735 43.1800568574867,-3.43393346347735 43.2059068927591,-3.44967731376838 43.236603809645,-3.40019664142514 43.2462975728721,-3.38220366966397 43.2705319809399,-3.33947036173117 43.2786101169625,-3.34396860467147 43.2947663890077,-3.32372651144014 43.2931507618032,-3.29448793232823 43.3012288978258,-3.29223881085809 43.2899195073941,-3.26524935321632 43.2963820162122,-3.20902131646265 43.2834569985761,-3.19327746617162 43.2979976434167,-3.15729152264927 43.3012288978258,-3.15054415823883 43.3190007970755,-3.15279327970897 43.3529289683704,-3.11230909324632 43.3513133411659,-3.09431612148515 43.3626227315976,-3.04708457061206 43.3432352051433,-3.03358984179118 43.3464664595524,-3.0200951129703 43.3254633058936,-3.01109862708971 43.3367726963252,-3.0200951129703 43.357775849984,-3.03808808473147 43.3723164948247,-3.00660038414942 43.3836258852563,-2.97511268356736 43.4046290389151,-2.95262146886589 43.4110915477332,-2.94587410445545 43.435325955801,-2.88064958182118 43.4369415830055,-2.8671548530003 43.4320947013919,-2.80867769477648 43.4304790741874,-2.7524496580228 43.4563291094597,-2.73670580773177 43.4272478197784,-2.69622162126913 43.4062446661196,-2.66248479921692 43.4094759205287,-2.64674094892589 43.4159384293467,-2.61975149128413 43.3917040212789,-2.57926730482148 43.3868571396654,-2.56352345453045 43.3917040212789,-2.54553048276928 43.3739321220292,-2.50954453924692 43.3771633764382,-2.48705332454545 43.3642383588021,-2.46006386690369 43.3351570691207,-2.43532353073207 43.3351570691207,-2.42182880191119 43.3238476786891,-2.39933758720972 43.3222320514845,-2.35660427927693 43.3044601522348,-2.28238327076208 43.2947663890077,-2.22840435547855 43.3109226610529,-2.17667456166517 43.2883038801896,-2.1496851040234 43.2947663890077,-2.12944301079208 43.2899195073941,-2.1114500390309 43.2996132706213,-2.00799045140414 43.3238476786891,-1.98999747964297 43.317385169871,-1.98774835817282 43.3270789330981,-1.9630080220012 43.3383883235298,-1.91577647112811 43.3367726963252,-1.87979052760576 43.354544595575,-1.87079404172517 43.3690852404156,-1.8483028270237 43.3803946308473,-1.79207479027003 43.3933196484834,-1.79657303321032 43.3820102580518,-1.77858006144914 43.3642383588021,-1.78982566879988 43.3529289683704,-1.75833796821782 43.3432352051433,-1.7380958749865 43.3303101875072,-1.74259411792679 43.317385169871,-1.72909938910591 43.2947663890077,-1.78307830438944 43.2866882529851,-1.79432391174018 43.276994489758,-1.79432391174018 43.2462975728721,-1.85055194849385 43.2252944192133,-1.85954843437444 43.2123694015772,-1.86854492025503 43.2301413008269,-1.87979052760576 43.2301413008269,-1.87529228466547 43.2107537743726,-1.90228174230723 43.2107537743726,-1.92252383553855 43.1784412302822,-1.92027471406841 43.1509755678054,-1.90228174230723 43.1348192957602,-1.94726417171017 43.0976598700562,-1.97425362935194 43.0911973612381,-1.97875187229223 43.081503598011,-2.01248869434443 43.0734254619884,-2.03273078757576 43.0314191546709,-2.04172727345634 43.0298035274663,-2.02823254463547 42.9991066105805,-2.03722903051605 42.9813347113307,-2.09570618873988 42.9716409481036,-2.10245355315032 42.9490221672403,-2.12944301079208 42.9393284040132,-2.15643246843385 42.9425596584222,-2.18117280460546 42.9344815223996,-2.19016929048605 42.9474065400358,-2.21041138371737 42.9506377944448,-2.23740084135914 42.9215565047635,-2.24189908429943 42.886012706264,-2.23515171988899 42.8343126357194,-2.26663942047105 42.8133094820606,-2.2688885419412 42.7955375828109,-2.28013414929193 42.7858438195838,-2.26663942047105 42.7535312754934,-2.27338678488149 42.7422218850617,-2.30712360693369 42.7357593762436,-2.32286745722472 42.724449985812,-2.31387097134413 42.7082937137668,-2.30937272840384 42.6711342880628,-2.29362887811281 42.6775967968809,-2.28913063517252 42.6549780160176,-2.33186394310531 42.646899879995,-2.34535867192619 42.6339748623588,-2.38134461544854 42.6339748623588,-2.37234812956796 42.643668625586,-2.38809197985899 42.6582092704266,-2.41508143750075 42.6630561520402,-2.4510673810231 42.646899879995,-2.48255508160516 42.6113560814956,-2.50054805336634 42.6162029631091,-2.49155156748575 42.5871216734277,-2.46231298837384 42.5871216734277,-2.45331650249325 42.5677341469735,-2.42407792338134 42.6048935726775,-2.39708846573957 42.5984310638594,-2.39034110132913 42.5483466205193,-2.39933758720972 42.5434997389057,-2.39259022279928 42.5176497036334,-2.42182880191119 42.5111871948153,-2.41957968044104 42.488568413952,-2.44881825955296 42.4966465499746,-2.47805683866487 42.4869527867475,-2.51629190365737 42.4901840411565,-2.50954453924692 42.5192653308379,-2.53878311835884 42.4934152955656,-2.52978663247825 42.4837215323384,-2.55452696864986 42.4837215323384,-2.57251994041104 42.4934152955656,-2.57701818335133 42.4837215323384,-2.60175851952295 42.4804902779294,-2.59276203364236 42.491799668361,-2.60625676246325 42.5031090587927,-2.64899007039604 42.4837215323384,-2.65573743480648 42.5031090587927,-2.67822864950795 42.5095715676108,-2.67822864950795 42.5241122124514,-2.70521810714971 42.5160340764288,-2.69172337832883 42.5418841117012,-2.6804777709781 42.5935841822458,-2.70746722861986 42.6000466910639,-2.72995844332133 42.6178185903136,-2.76369526537354 42.6226654719272,-2.78168823713471 42.5790435374051,-2.81542505918692 42.569349774178,-2.82442154506751 42.5548091293373,-2.84016539535854 42.5806591646097,-2.81992330212721 42.5919685550413,-2.81992330212721 42.6145873359046,-2.84241451682868 42.6081248270865,-2.84241451682868 42.6291279807453,-2.85815836711971 42.6388217439724,-2.89639343211221 42.6549780160176,-2.89414431064206 42.6792124240854,-2.90314079652265 42.6937530689261,-2.93013025416442 42.7002155777442,-2.93013025416442 42.7082937137668,-2.95711971180618 42.7099093409713,-2.97961092650765 42.7034468321532,-2.98860741238824 42.7196031041984,-3.00660038414942 42.7228343586075,-3.01784599150015 42.7406062578572,-3.04033720620162 42.7389906306527,-3.04708457061206 42.764840665925,-3.06282842090309 42.7599937843114,-3.09881436442544 42.768071920334,-3.11680733618662 42.7599937843114,-3.14829503676868 42.7567625299024,-3.13704942941794 42.764840665925,-3.1303020650075 42.7890750739928,-3.15954064411941 42.805231346038,-3.11230909324632 42.8617782981962,-3.10556172883588 42.8795501974459,-3.12580382206721 42.8908595878776,-3.15054415823883 42.8617782981962,-3.17303537294029 42.8569314165827,-3.19102834470147 42.8698564342188,-3.20902131646265 42.8440063989465,-3.23601077410441 42.8375438901284,-3.2832423249775 42.8763189430369,-3.27649496056706 42.9021689783092,-3.24950550292529 42.9118627415364,-3.22476516675367 42.9490221672403,-3.17978273735074 42.9441752856268,-3.14379679382838 42.9344815223996,-3.15054415823883 42.919940877559,-3.12580382206721 42.9037846055137,-3.10556172883588 42.9102471143318,-3.08981787854486 42.8989377239002,-3.01784599150015 42.9086314871273,-3.01109862708971 42.9215565047635,-2.9818600479778 42.9393284040132,-2.99535477679868 42.9522534216494,-3.01559687003 42.9538690488539,-3.04483544914191 42.9732565753081,-3.03808808473147 42.9813347113307,-3.07632314972397 43.0088003738076,-3.08981787854486 43.0023378649895,-3.14379679382838 43.0071847466031,-3.17753361588059 43.0217253914437,-3.17078625147015 43.0298035274663,-3.14379679382838 43.0281879002618,-3.14154767235824 43.0685785803748,-3.15729152264927 43.0734254619884,-3.1348003079478 43.0976598700562,-3.18203185882088 43.1202786509195,-3.15279327970897 43.159053703828,-3.14829503676868 43.1735943486687,-3.16853713 43.1784412302822,-3.18653010176118 43.1687474670551,-3.20902131646265 43.1800568574867,-3.22251604528353 43.1719787214641,-3.25400374586559 43.199444383941,-3.2787440820372 43.1945975023274,-3.31248090408941 43.1719787214641,-3.34171948320132 43.1671318398506,-3.34846684761176 43.1542068222144,-3.37095806231323 43.1509755678054,-3.41818961318632 43.1332036685557),(-2.86265661006001 42.7454531394707,-2.85590924564957 42.7292968674255,-2.8289197880078 42.7196031041984,-2.82442154506751 42.7082937137668,-2.78393735860486 42.6985999505397,-2.76819350831383 42.6662874064492,-2.7187128359706 42.6614405248357,-2.69847074273927 42.6743655424718,-2.65348831333633 42.6695186608583,-2.63549534157516 42.6485155071995,-2.58376554776178 42.6517467616086,-2.55002872570957 42.6372061167679,-2.51629190365737 42.646899879995,-2.52303926806781 42.684059305699,-2.53878311835884 42.687290560108,-2.54777960423942 42.6695186608583,-2.57926730482148 42.6695186608583,-2.59501115511251 42.6905218145171,-2.60850588393339 42.6953686961306,-2.57251994041104 42.724449985812,-2.55902521159016 42.7632250387205,-2.58826379070207 42.7503000210843,-2.60175851952295 42.7713031747431,-2.63549534157516 42.764840665925,-2.6804777709781 42.7793813107657,-2.70971635009001 42.7826125651747,-2.73220756479148 42.7939219556064,-2.79293384448545 42.7939219556064,-2.82667066653765 42.7842281923792,-2.83566715241824 42.7955375828109,-2.86265661006001 42.7454531394707),(-3.30348441820882 43.2576069633037,-3.29448793232823 43.2430663184631,-3.29673705379838 43.2059068927591,-3.28549144644765 43.1978287567365,-3.26524935321632 43.2059068927591,-3.26974759615662 43.2333725552359,-3.25175462439544 43.2462975728721,-3.24950550292529 43.2592225905083,-3.26974759615662 43.2673007265309,-3.30348441820882 43.2576069633037)))","16",Comunidad autónoma,"34160000000",País Vasco/Euskadi,ES2,ES21,
"MULTIPOLYGON (((-1.18256287186019 42.4239433257712,-1.14432780686769 42.4417152250209,-1.15782253568857 42.4094026809305,-1.18481199333033 42.4013245449079,-1.18256287186019 42.4239433257712)),((-1.12858395657666 42.4465621066345,-1.10384362040504 42.4837215323384,-1.07010679835283 42.4659496330887,-1.04986470512151 42.4417152250209,-1.05661206953195 42.4336370889983,-1.12858395657666 42.4465621066345)),((-2.41957968044104 42.488568413952,-2.42182880191119 42.5111871948153,-2.39259022279928 42.5176497036334,-2.39933758720972 42.5434997389057,-2.39034110132913 42.5483466205193,-2.39708846573957 42.5984310638594,-2.42407792338134 42.6048935726775,-2.45331650249325 42.5677341469735,-2.46231298837384 42.5871216734277,-2.49155156748575 42.5871216734277,-2.50054805336634 42.6162029631091,-2.48255508160516 42.6113560814956,-2.4510673810231 42.646899879995,-2.41508143750075 42.6630561520402,-2.38809197985899 42.6582092704266,-2.37234812956796 42.643668625586,-2.38134461544854 42.6339748623588,-2.34535867192619 42.6339748623588,-2.33186394310531 42.646899879995,-2.28913063517252 42.6549780160176,-2.29362887811281 42.6775967968809,-2.30937272840384 42.6711342880628,-2.31387097134413 42.7082937137668,-2.32286745722472 42.724449985812,-2.30712360693369 42.7357593762436,-2.27338678488149 42.7422218850617,-2.26663942047105 42.7535312754934,-2.28013414929193 42.7858438195838,-2.2688885419412 42.7955375828109,-2.26663942047105 42.8133094820606,-2.23515171988899 42.8343126357194,-2.24189908429943 42.886012706264,-2.23740084135914 42.9215565047635,-2.21041138371737 42.9506377944448,-2.19016929048605 42.9474065400358,-2.18117280460546 42.9344815223996,-2.15643246843385 42.9425596584222,-2.12944301079208 42.9393284040132,-2.10245355315032 42.9490221672403,-2.09570618873988 42.9716409481036,-2.03722903051605 42.9813347113307,-2.02823254463547 42.9991066105805,-2.04172727345634 43.0298035274663,-2.03273078757576 43.0314191546709,-2.01248869434443 43.0734254619884,-1.97875187229223 43.081503598011,-1.97425362935194 43.0911973612381,-1.94726417171017 43.0976598700562,-1.90228174230723 43.1348192957602,-1.92027471406841 43.1509755678054,-1.92252383553855 43.1784412302822,-1.90228174230723 43.2107537743726,-1.87529228466547 43.2107537743726,-1.87979052760576 43.2301413008269,-1.86854492025503 43.2301413008269,-1.85954843437444 43.2123694015772,-1.85055194849385 43.2252944192133,-1.79432391174018 43.2462975728721,-1.79432391174018 43.276994489758,-1.78307830438944 43.2866882529851,-1.72909938910591 43.2947663890077,-1.69536256705371 43.3125382882574,-1.66837310941194 43.3141539154619,-1.62563980147915 43.3060757794393,-1.63013804441944 43.2850726257806,-1.61664331559856 43.2576069633037,-1.57615912913591 43.2495288272811,-1.55591703590459 43.2786101169625,-1.56491352178518 43.2883038801896,-1.53567494267327 43.2947663890077,-1.50643636356136 43.2931507618032,-1.46145393415842 43.2721476081444,-1.42771711210621 43.2673007265309,-1.41422238328533 43.2737632353489,-1.38498380417342 43.2543757088947,-1.37823643976298 43.2301413008269,-1.38723292564356 43.1945975023274,-1.40297677593459 43.1784412302822,-1.40297677593459 43.1558224494189,-1.41422238328533 43.1283567869421,-1.470450420039 43.0911973612381,-1.47269954150915 43.081503598011,-1.44121184092709 43.0459597995116,-1.35349610359136 43.0281879002618,-1.34225049624062 43.0540379355342,-1.34674873918092 43.0911973612381,-1.31975928153915 43.1122005148969,-1.27027860919592 43.118663023715,-1.28827158095709 43.1041223788743,-1.30851367418842 43.0685785803748,-1.24778739449445 43.0427285451025,-1.22979442273327 43.0556535627387,-1.18031375039004 43.0330347818754,-1.1735663859796 43.037881663489,-1.14432780686769 43.0233410186483,-1.14207868539754 43.0071847466031,-1.11508922775577 43.0233410186483,-1.08585064864386 43.0023378649895,-1.00713139718872 42.9910284745579,-1.00038403277828 42.9781034569217,-0.944155996024602 42.9538690488539,-0.91491741691269 42.963562812081,-0.863187623099311 42.9506377944448,-0.811457829285928 42.9506377944448,-0.78671749311431 42.963562812081,-0.750731549591958 42.9667940664901,-0.730489456360637 42.9457909128313,-0.72824033489049 42.919940877559,-0.752980671062105 42.9247877591725,-0.782219250174016 42.9215565047635,-0.818205193696368 42.9021689783092,-0.815956072226221 42.8747033158324,-0.84744377280828 42.8472376533555,-0.85644025868887 42.8472376533555,-0.851942015748573 42.8068469732425,-0.860938501629164 42.802000091629,-0.84744377280828 42.7858438195838,-0.865436744569458 42.7632250387205,-0.901422688091809 42.7599937843114,-0.899173566621663 42.7438375122662,-0.923913902793281 42.7438375122662,-0.948654238964895 42.7115249681758,-0.96889633219622 42.7034468321532,-1.02737349042004 42.7002155777442,-1.03861909777078 42.6921374417216,-1.03187173336034 42.6759811696764,-1.03861909777078 42.6485155071995,-1.07010679835283 42.6420529983814,-1.09259801305431 42.646899879995,-1.15332429274827 42.646899879995,-1.15782253568857 42.609740454291,-1.18031375039004 42.6081248270865,-1.15782253568857 42.6000466910639,-1.20280496509151 42.5790435374051,-1.20280496509151 42.5499622477238,-1.22529617979298 42.5418841117012,-1.26578036625563 42.5564247565419,-1.29276982389739 42.5111871948153,-1.27477685213621 42.4950309227701,-1.27252773066607 42.4821059051339,-1.29052070242724 42.4578714970661,-1.31526103859886 42.4497933610435,-1.34225049624062 42.4239433257712,-1.34225049624062 42.407787053726,-1.3602434680018 42.3787057640446,-1.33775225330033 42.3722432552265,-1.32875576741974 42.3560869831813,-1.35124698212121 42.3399307111361,-1.3984785329943 42.2914618950005,-1.38948204711371 42.2785368773643,-1.40072765446445 42.2462243332739,-1.41647150475547 42.2219899252061,-1.41422238328533 42.2026023987519,-1.39173116858386 42.1815992450931,-1.3984785329943 42.1266679201394,-1.36699083241224 42.1072803936852,-1.35124698212121 42.0733522223902,-1.31076279565857 42.0717365951857,-1.30401543124812 42.0426553055044,-1.34000137477048 42.0184208974365,-1.36699083241224 41.9828770989371,-1.38273468270327 41.9441020460286,-1.40297677593459 41.9344082828015,-1.42096974769577 41.9134051291427,-1.45245744827783 41.9150207563472,-1.47269954150915 41.9247145195744,-1.50193812062106 41.9247145195744,-1.52442933532253 41.9101738747337,-1.55816615737474 41.9134051291427,-1.59640122236724 41.9263301467789,-1.61439419412841 41.9505645548467,-1.65487838059106 41.9651051996874,-1.67287135235223 41.9667208268919,-1.68636608117312 41.9521801820512,-1.71560466028503 41.9570270636648,-1.74259411792679 41.9683364540964,-1.76733445409841 41.9958021165733,-1.79207479027003 41.9893396077552,-1.8100677620312 41.9974177437778,-1.83480809820282 41.9958021165733,-1.8483028270237 42.0087271342094,-1.85505019143414 42.0022646253913,-1.8865378920162 42.0281146606637,-1.90228174230723 42.0297302878682,-1.90902910671767 42.0588115775496,-1.8910361349565 42.0862772400264,-1.83930634114311 42.1282835473439,-1.83705721967297 42.1412085649801,-1.82131336938194 42.1541335826163,-1.77858006144914 42.1379773105711,-1.76508533262826 42.1509023282072,-1.74034499645665 42.1492867010027,-1.72010290322532 42.1331304289575,-1.67961871676268 42.1509023282072,-1.699860809994 42.1735211090705,-1.67961871676268 42.1880617539112,-1.699860809994 42.1929086355248,-1.70885729587459 42.2106805347745,-1.74034499645665 42.212296161979,-1.78082918291929 42.2236055524106,-1.80332039762076 42.2236055524106,-1.85280106996399 42.2591493509101,-1.85505019143414 42.249455587683,-1.87529228466547 42.2591493509101,-1.86629579878488 42.2753056229553,-1.87079404172517 42.289846267796,-1.89328525642664 42.289846267796,-1.91802559259826 42.3270056935,-1.93376944288929 42.3221588118864,-1.94051680729973 42.3350838295226,-1.96525714347135 42.333468202318,-1.97425362935194 42.3528557287723,-2.01473781581458 42.3690120008175,-2.04622551639664 42.3593182375904,-2.07096585256826 42.3431619655452,-2.08895882432943 42.3463932199542,-2.07996233844884 42.3657807464084,-2.08670970285928 42.3835526456582,-2.1159482819712 42.3997089177034,-2.10470267462046 42.4158651897486,-2.14068861814281 42.4207120713621,-2.17442544019502 42.407787053726,-2.18567104754576 42.4190964441576,-2.20816226224723 42.4142495625441,-2.23515171988899 42.4255589529757,-2.23964996282928 42.4417152250209,-2.27338678488149 42.4449464794299,-2.29587799958296 42.4675652602932,-2.2981271210531 42.4578714970661,-2.32511657869487 42.4675652602932,-2.34760779339634 42.451408988248,-2.37684637250825 42.4724121419068,-2.39933758720972 42.4707965147023,-2.41957968044104 42.488568413952)))","15",Comunidad autónoma,"34150000000",Comunidad Foral de Navarra,ES2,ES22,
